id,original_id,split,audio,text,start,end,duration
37_2026-06-26_3m26s_part_005,37_2026-06-26_3m26s,train,training/segments/audio/train/37_2026-06-26_3m26s_part_005.wav,"Kaç kutu istediğinizi belirtirseniz stok durumuna bakabilirim. Tamam, ben 42.000 kutu istiyorum. Maalesef tek kalemde 48.000 kutu ekleyemiyoruz. 1000 kutu eklememi ister misiniz yoksa adedi değiştirelim mi? Maksimum kaç kutu ekleyebiliyoruz bir kalemde? Bir kalemde maksimum 1000 kutu ekleyebiliyoruz. Nasıl devam edelim? Tamam, bana 1500 kutu ekle o zaman.",124,153,29
37_2026-06-26_3m26s_part_006,37_2026-06-26_3m26s,train,training/segments/audio/train/37_2026-06-26_3m26s_part_006.wav,Maalesef 1500 kutu da ekleyemiyoruz. Maksimum 1000 kutu ekleyebilirim. Onaylar mısınız? Şimdi ben 1000 kutu alınca o zaman kaç para ödeyeceğim? Demomix 10 miligram tablet için birim fiyatı 8 TL'dir. 1000 kutu almak isterseniz 8.000 TL tutar. Sepete ekleyelim mi? Ama kampanya yok muydu?,153,179,26
37_2026-06-26_3m26s_part_007,37_2026-06-26_3m26s,train,training/segments/audio/train/37_2026-06-26_3m26s_part_007.wav,"Kampanyamız mevcut. 4 alana 3 bedava. Bu durumda 1000 kutu almak isterseniz 7.000 TL ödemeniz gerekir. Sepete ekleyelim mi? Tamam, 1000 kutu ekle. 1000 kutu Demomix 10 miligram tablet sepete eklendi. Başka bir isteğiniz var mı? Bay bay. Rica ederim, iyi günler dilerim. Görüşmek üzere.",179,206.352,27.352
38_2026-06-23_3m26s_part_001,38_2026-06-23_3m26s,train,training/segments/audio/train/38_2026-06-23_3m26s_part_001.wav,"Merhaba, Veribase İlaç Şirketinden arıyorum. Alo Alo, orada mısın? Buradayım, evet. Kampanyalarla ilgili bilgi vermek isterseniz dinliyorum. Ben verebilirim kampanyalarla ilgili bilgi. Elbette, buyurun.",19,45,26
38_2026-06-23_3m26s_part_002,38_2026-06-23_3m26s,train,training/segments/audio/train/38_2026-06-23_3m26s_part_002.wav,"Demo Alvira 3 al 8 öde, Demo Nexora 100 al 500 öde. Eczacım, bis... sepete ekleyeyim mi? Efendim? Sepete ekleyeyim mi? Ne ekliyorsun? Kaç adet istersiniz?",45,75,30
38_2026-06-23_3m26s_part_003,38_2026-06-23_3m26s,train,training/segments/audio/train/38_2026-06-23_3m26s_part_003.wav,"Neyden? 150 adet Demo Nexora Damla sepete eklendi. Başka bir isteğiniz var mı? Yok, usta. Yok. Hangi depodan sipariş vermek istersiniz? Harmut.",75,98,23
38_2026-06-23_3m26s_part_004,38_2026-06-23_3m26s,train,training/segments/audio/train/38_2026-06-23_3m26s_part_004.wav,"Harmut ile eşleşen bir depo bulamadım. Tekrar söyler misiniz? Kampanyaları okusan. Hangi ilacın kampanyasını öğrenmek istersiniz? Hepsi. Hemen bilgi veriyorum. Demo Alvira, Demo Nexora, Demo Tervix, Demo Lovexa ve Demo Florixa'da 5 alana 1 bedava kamp...",98,128,30
38_2026-06-23_3m26s_part_005,38_2026-06-23_3m26s,train,training/segments/audio/train/38_2026-06-23_3m26s_part_005.wav,"Durdun mu? Orada mısın? Buradayım, evet. Size nasıl yardımcı olabilirim?",137,152,15
39_2026-06-25_3m28s_part_001,39_2026-06-25_3m28s,train,training/segments/audio/train/39_2026-06-25_3m28s_part_001.wav,"Alo? Merhaba, Veribase ilaç şirketinden arıyorum, Elif. Demomix 30 milligram tablet ve Demomix 10 milligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Tekrarlayabilir misiniz? Anlayamadım. Elbette, tekrarlayabilirim. Veribase ilaç şirketinden arıyorum. İsmim Elif. Demomix 30 milligram tablet ve Demomix 10 milligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz?",4,34,30
39_2026-06-25_3m28s_part_002,39_2026-06-25_3m28s,train,training/segments/audio/train/39_2026-06-25_3m28s_part_002.wav,"Müsaitim, buyurun. Teşekkür ederim. Demomix 30 milligram tablette 3 alana 1 bedava, Demomix 10 milligram tablette de 2 alana 1 bedava kampanyamız mevcut. Değerlendirmek ister misiniz? Tekrarlar mısınız? Anlayamadım. Hemen tekrarlıyorum. Demomix 30 milligram tablette 3 alana 1 bedava, Demomix 10 milligram tablette de 2 alana 1 bedava kampanyamız bulunuyor. İlgilenir misiniz?",34,64,30
39_2026-06-25_3m28s_part_003,39_2026-06-25_3m28s,train,training/segments/audio/train/39_2026-06-25_3m28s_part_003.wav,"İlgilenirim. İlgilenirim. Harika. Başka bir şeye ihtiyacınız var mı? Yardımcı olabilir miyim? Yok, başka bir şeye ihtiyacım yok. O halde görüşmemizi tamamlıyorum. Başka bir konuda yardımcı olmamı ister misiniz? Tamam. Ne oldu şimdi? Görüşmenin sonucunda ne elde ettik?",64,94,30
39_2026-06-25_3m28s_part_004,39_2026-06-25_3m28s,train,training/segments/audio/train/39_2026-06-25_3m28s_part_004.wav,"Görüşmemizin sonucunda size Demomix kampanyaları hakkında bilgi verdim. Herhangi bir ilaç ya da depo siparişi oluşturmadık. İsterseniz bir özet oluşturabiliriz ya da farklı bir konuda yardımcı olabilirim. Ne dersiniz? Tamam, 10 milligram ekler misin 10 tane? Üzgünüm, Demomix 10 milligram olarak bir ürün bulamadım. Elimizde Demomix 10 milligram tablet adında bir ürün var. Bu mudur bahsettiğiniz? Evet, 10 milligram tablet.",94,123,29
39_2026-06-25_3m28s_part_005,39_2026-06-25_3m28s,train,training/segments/audio/train/39_2026-06-25_3m28s_part_005.wav,Tekrar denediğim zaman da aynı hatayı verdi. İsterseniz İlaç Ara aracılığıyla tekrar bir arama yapabiliriz ya da barkod numarasını veya farklı bir adını deneyebiliriz. Nasıl istersiniz? Ne yapalım yani?,123,151,28
39_2026-06-25_3m28s_part_006,39_2026-06-25_3m28s,train,training/segments/audio/train/39_2026-06-25_3m28s_part_006.wav,"İsterseniz bir de barkod numarasını deneyelim. Belki böylece bulabiliriz. Ya da İlaç Ara aracını tekrar kullanmamı ister misiniz? E tamam. Tekrar ilaç arayalım, barkod bilmiyorum. Demomix 10 milligram tablet olarak buldum. Sepete eklememi ister misiniz 10 adet? Ekleyin. Tabii, ekliyorum.",151,179,28
39_2026-06-25_3m28s_part_007,39_2026-06-25_3m28s,train,training/segments/audio/train/39_2026-06-25_3m28s_part_007.wav,"Tamam, ekleyebilirsiniz. 10 adet Demomix 10 milligram tablet sepete eklendi. Başka bir şeye ihtiyacınız var mı? Başka bir şeye ihtiyacım yok. O halde görüşmemizi tamamlıyorum. Başka bir konuda yardımcı olmamı ister misiniz? Tamam, tamamlayalım.",179,208.08,29.08
40_2026-06-25_3m49s_part_001,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_001.wav,"Ha merhaba. Merhaba. Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? Memnun oldum Bülent Bey. Şu an hediye çeki, altın ve Demomix ürünleri için harika bir kampanyamız var. Değerlendirmek ister misiniz? Eee isterim. Hangi ürünle başlayalım?",2,31,29
40_2026-06-25_3m49s_part_002,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_002.wav,"Hangisini önerirsin? Demomix şu an çok popüler, isterseniz onu ekleyebiliriz. Peki Demomix yapalım, alalım o zaman. Nedir kampanya detayları? Demomix'te 4 alana 3 bedava veya 10 alana 6 bedava kampanyalarımız mevcut. Hangisiyle devam edelim? avantajlı benim için?",31,57,26
40_2026-06-25_3m49s_part_003,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_003.wav,Almak istediğiniz adede göre değişir. Örneğin 4 kutu alırsanız 3 kutu hediye gelir. 10 kutu alırsanız 6 kutu hediye kazanmış olursunuz. Ne kadar düşünürsünüz? Peki 50 kutuda ne olur? 50 kutu alımında 10 alana 6 bedava kampanyasından yararlanabilirsiniz. Bu durumda 30 kutu hediye kazanırsınız. Sepete ekleyelim mi? Peki eee kutu başı maliyeti ne olur?,57,83,26
40_2026-06-25_3m49s_part_004,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_004.wav,"Demomix'in miligramına göre fiyatı değişiyor. 10 mg olanı 8 TL, 30 mg olanı 6 TL. Hangisi için hesaplayalım? mg olsun ve 50 kutu alacağım. Üzgünüm, bir sorun oluştu. 30 mg'lık Demomix'i sepete ekleyemiyorum. Tekrar denememi ister misiniz yoksa başka bir ürünle devam mı edelim? Yani 30 kutu, 50 kutu istiyorum ve hani ne kadar olur maliyeti?",83,111,28
40_2026-06-25_3m49s_part_005,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_005.wav,"50 kutu 30 mg Demomix için fiyat hesaplayabilirim ancak ürünü sepete eklerken bir sorun oluştu. İsterseniz tekrar denemeyi deneyebiliriz veya başka bir ürünle devam edebiliriz. Peki sepete direkt ekleyelim , herhangi bir problem yaşarsak şeyde, sepete eklemede problem mi yaşıyorsun? Haklısınız, sepete eklemede bir problem yaşıyorum. Tekrar denememi ister misiniz? deneyelim.",111,138,27
40_2026-06-25_3m49s_part_006,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_006.wav,"Üzgünüm, yine hata verdi. Başka bir ürün düşünelim mi? Olur, başka bir ürün deneyelim öyleyse. Hangi ürünle devam edelim? Ne vardı bunun dışında? Hediye çeki ve altın kampanyalarımız da vardı. İsterseniz onlara bakabiliriz. söyler misin? Üzgünüm, altın için bir kampanya bulamadım. Hediye çekine bakalım mı?",138,164,26
40_2026-06-25_3m49s_part_007,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_007.wav,Çekine bakalım. Alo? Hediye çeki için de bir kampanya bulamadım. İsterseniz başka bir ilaç adı söyleyebiliriz. Peki başka hangi kampanyalar var? Maalesef şu an genel bir kampanya bulamıyorum. Belirli bir ürün için sormak ister misiniz?,164,194,30
40_2026-06-25_3m49s_part_008,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_008.wav,"Demomix var mı elinizde? Evet, Demomix mevcut. 10 mg mı, 30 mg mı? 30 mg olsun. Kaç kutu istersiniz? Tekrar denediğim halde 30 mg Demomix'i sepete ekleyemiyorum. Başka bir ilaç deneyelim mi? Teşekkür ederim, yeterli bu kadar. Rica ederim. Başka bir konuda yardımcı olabilir miyim?",194,223,29
40_2026-06-25_3m49s_part_009,40_2026-06-25_3m49s,train,training/segments/audio/train/40_2026-06-25_3m49s_part_009.wav,iyi günler diliyorum.,223,228.6,5.6
41_2026-05-26_3m53s_part_001,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_001.wav,"Alo. Alo. Merhaba. Alo, duyabiliyor musunuz? Veribase İlaç Şirketi'nden arıyorum, ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Evet duyuyorum. İsmim Mahmut. Memnun oldum Mahmut Bey. Şu an Demo Alvira, Demo Nexora ve Demo Tervix için harika bir kampanyamız var. Değerlendirmek ister misiniz?",10,39,29
41_2026-05-26_3m53s_part_002,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_002.wav,"Detayları dinleyebilir miyim? Elbette Mahmut Bey. Demo Alvira, Demo Nexora ve Demo Tervix ürünlerinin her biri 5 alana 1 bedava kampanyasında. Ayrıca başka kampanyalarımız da var, isterseniz bilgi verebilirim. Ne dersiniz?",39,63,24
41_2026-05-26_3m53s_part_003,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_003.wav,"Olur, dinleyebilirim. Demo Probexa, Demo Melvora ve Demo Relvion Pro'da 5 alana 2 bedava kampanyası var. Diğer ürünlerimizde de farklı kampanyalar mevcut. İlaç adı söylemek ister misiniz? Rica ederim, hangi ilacın kampanyasını merak etmiştiniz? Eee orda mısın?",63,92,29
41_2026-05-26_3m53s_part_004,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_004.wav,"Buradayım Mahmut Bey, dinliyorum. Buyurun, nasıl yardımcı olabilirim?",92,101,9
41_2026-05-26_3m53s_part_005,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_005.wav,"Elbette, tekrar sayıyorum. Demo Alvira, Demo Nexora ve Demo Tervix ürünlerinde 5 alana 1 bedava kampanyası. Demo Probexa, Demo Melvora ve Demo Relvion Pro'da 5 alana 2 bedava kampanyası var. Başka kampanyalarımız da mevcut.",108,124,16
41_2026-05-26_3m53s_part_006,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_006.wav,"Elbette Mahmut Bey, bekliyorum. Bekler misin? Buyurun Mahmut Bey, dinliyorum. Bana bir fıkra anlatır mısın?",165,185,20
41_2026-05-26_3m53s_part_007,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_007.wav,"Elbette, bir fıkra anlatayım. Bir gün Nasrettin Hoca'ya sormuşlar: ""Hocam, dünyanın ortası neresidir?"" Hoca da hemen eşeğinin olduğu yeri gösterip ""Tam burasıdır."" demiş. ""İnanmazsanız ölçün."" Başka ne istersiniz? telefonu kapatabilir miyiz?",185,212,27
41_2026-05-26_3m53s_part_008,41_2026-05-26_3m53s,train,training/segments/audio/train/41_2026-05-26_3m53s_part_008.wav,"Elbette Mahmut Bey. Görüşme tamamlandı, başka bir konuda yardımcı olabileceğim bir şey yoksa iyi günler dilerim. Oldu, iyi günler. İyi günler Mahmut Bey, hoşça kalın.",212,232.704,20.704
42_2026-06-25_3m56s_part_001,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_001.wav,"Tamam görüşürüz. Merhaba. Merhaba. İlaç şirketinden arıyorum. İsmim Elif. Demomix 30 mg tablet ve Demomix 10 mg tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Evet, müsaitim.",2,30,28
42_2026-06-25_3m56s_part_002,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_002.wav,Harika. Demomix 30 mg tablet ve Demomix 10 mg tablet için kampanyalarımız mevcut. Değerlendirmek ister misiniz? İsterim. Harika. Demomix 10 mg tablette 4 alana 3 bedava ve Demomix 30 mg tablette 10 alana 6 bedava kampanyalarımız var. Hangi üründen eklemek istersiniz? Demomix 10 mg.,30,60,30
42_2026-06-25_3m56s_part_003,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_003.wav,"Demomix 10 mg tableti sepete ekleyemiyorum. Bir sorun oluştu. İlacı tekrar aramayı deneyelim mi yoksa başka bir ürüne mi bakalım? Tamam, tekrar dener misin sepete eklemeyi? Tekrar deniyorum. Demomix 10 mg tableti sepete eklememi ister misiniz? İsterim.",60,83,23
42_2026-06-25_3m56s_part_004,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_004.wav,Bu  bitmiş olabilir ama sistemde şu an eklemeye hazır görünüyor. Onaylarsanız sepete ekleyebilirim.,96,102,6
42_2026-06-25_3m56s_part_005,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_005.wav,"Anladım. Yani Demomix 10 mg tablet sepete eklememi istemiyorsunuz, değil mi? Başka bir ilaca geçelim mi? Sepete ekler misin?",137,155,18
42_2026-06-25_3m56s_part_006,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_006.wav,Tamamdır. Demomix 10 mg tablet sepete eklendi. Başka bir şeye ihtiyacınız var mı? Bugün eee İstanbul'da hava durumu nedir?,155,173,18
42_2026-06-25_3m56s_part_007,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_007.wav,Bugün İstanbul'da hava durumu nedir? Bu görüşmede yalnızca ilaç siparişi ile ilgili konularda yardımcı olabilirim. Siparişle ilgili başka bir sorunuz var mı?,190,203,13
42_2026-06-25_3m56s_part_008,42_2026-06-25_3m56s,train,training/segments/audio/train/42_2026-06-25_3m56s_part_008.wav,"Tamam. Telefonu kapatabilir miyim? Elbette, görüşmeyi sonlandırabiliriz. Başka bir ihtiyacınız olursa çekinmeden tekrar arayabilirsiniz. İyi günler dilerim.",223,236.376,13.376
43_2026-07-06_4m09s_part_001,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_001.wav,"Alo? Merhaba, Veribase İlaç Şirketinden arıyorum. Pardon, nereden arıyorsun? Demomix 30 mg Demomix 30 ister misiniz? Pardon anlayamadım. Demomix 30 dinlemek ister misiniz? Karıştırıyor bak bunu. Stoklarla şey karışıyor galiba. Anlıyorum. Kampanyalarla ilgili bilgi almak istemiştiniz, değil mi? Evet, anlatır mısın?",2,31,29
43_2026-07-06_4m09s_part_002,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_002.wav,"Hangi ürünün kampanyasını merak ediyorsunuz? Elbette, Demomix 30 mg tablet ve Demomix 10 mg tablet için kampanyalarımız bulunuyor. Hangisiyle ilgili bilgi almak istersiniz? Demomix'i detaylı anlatır mısın? Demomix 10 mg tablette 4 alana 3 bedava, Demomix 30 mg ta- Evet, Demomix için kampanyalarımız bu şekilde. Eklemek ister misiniz? Bir daha söyler misin kampanya detayını?",31,61,30
43_2026-07-06_4m09s_part_003,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_003.wav,"Elbette, tekrarlıyorum. Demomix 10 mg tablette 4 alana 3 bedava, Demomix- Pardon, durdurur musun? Elbette, ne istersiniz? Böyle oldu ya. En başta bir karıştırdı ama şey  kaldı Pardon bir daha söyler misin kampanyaları?",61,81,20
43_2026-07-06_4m09s_part_004,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_004.wav,"Tabii, hemen tekrarlıyorum. Demomix 10 mg tablette 4 alana 3 bedava, Demomix 30 mg tablette 10 alana 6 bedava kampanyası bulunuyor. Eklemek ister misiniz? Duyamadım bir daha söyler misin? Demomix 10 mg tablette 4 alana 3 bedava, Demomix 30 mg- Pardon durdurur musun? Buyurun, dinliyorum. Neyi dinliyorsun? Anlamadım ki.",81,111,30
43_2026-07-06_4m09s_part_005,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_005.wav,"Orada mısın? Buradayım. Nasıl yardımcı olabilirim? Şeyde de sorun olmadı, Anlıyorum. Kampanyalarla ilgili bilgi almak istemiştiniz, değil mi?",111,136,25
43_2026-07-06_4m09s_part_006,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_006.wav,"Demomix 10 mg tablette 4 alana 3 bedava, Demomix 30 mg tablette 10 alana 6 bedava kampanyası var. Ekleyelim mi? Ses gitti ama, anlamadım. Tekrarlıyorum. Demomix 10 mg tablette 4 alana 3 bedava, Demom- Demomix 10 mg tablette 4 alana 3 bedava, Demomix 30 mg tablette 10 alana 6 bedava kampanyası- Adın neydi? İsmim Elif. Nasıl yardımcı olabilirim? Kesti ama. Kesti mi? Neyi?",136,166,30
43_2026-07-06_4m09s_part_007,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_007.wav,"Cümlesini kesti şey adam lafını kesince. İşte aslında şey bir konuşma var, gitti oraya. Onu interrupt olarak alıyor o zaman. Anlıyorum. Teşekkürler, görüşmeyi sonlandırabiliriz. Şu an şey yok sanırım. Şeye mi odaklanmadı? Buradakileri dinlemiyor herhalde, direkt gidiyor interrupt falan diyor, kes diyor bunu. Onlara bakacağım. Kampanyalarımızla ilgili bilgi almak ister misiniz? Görüşme konusu dışında yardımcı olamıyorum. Sipariş talebiniz yoksa görüşmeyi sonlandırabiliriz. Sesinize odaklanmış sanırım. Sen konuşunca, yani bir konuşma var ya ona odak- Yardımcı olamıyorum. Sip- Talebiniz yoksa görüşmeyi sonlandırabiliriz.",166,195,29
43_2026-07-06_4m09s_part_008,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_008.wav,"Kendi kendine konuşuyormuş gibi hissediyorum var ya. Onlar şey ya, test caseleri. Ben şu an stopu test ediyorum sadece. Görüşme konusu dışında yardımcı olamıyorum. Sipariş talebiniz yoksa görüşmeyi sonlandırabiliriz. Arkada da konuşunca cevap vermemesi lazımdı ama cevap vermemiş galiba. Cevap verme diyemezsin.",195,223,28
43_2026-07-06_4m09s_part_009,43_2026-07-06_4m09s,train,training/segments/audio/train/43_2026-07-06_4m09s_part_009.wav,"Anlıyorum. Ancak ben sadece ilaç siparişleri konusunda ya- Ben de şey yapabiliyorum. Sesinin seviyesi düşük. Onu belki yakalayıp iyileştirmem. O da olabilir. Tekrar belirtirim, başka bir konuda yardımcı olamam. Suayb hadi gidelim. Ben gidiyorum görüşmek üzere. Görüşmek üzere, hoşça kalın. En azından bay bay",223,249.048,26.048
44_2026-06-23_4m13s_part_001,44_2026-06-23_4m13s,train,training/segments/audio/train/44_2026-06-23_4m13s_part_001.wav,"Merhaba, Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? İsmim Kel Mahmut. Memnun oldum Mahmut Bey. Şu an Demo Alvira 30 mg kapsül, Demo Nexora damla ve Demo Tervix 250 mg saşe için harika bir kampanyamız var. Değerlendirmek ister misiniz?",14,39,25
44_2026-06-23_4m13s_part_002,44_2026-06-23_4m13s,train,training/segments/audio/train/44_2026-06-23_4m13s_part_002.wav,"Eee pardon, ismimi değiştirmek istiyorum. Elbette, nasıl hitap etmemi istersiniz? Abdürrezzak. Memnun oldum Abdürrezzak Bey. Şu an Demo Alvira 30 mg kapsül, Demo Nexora damla ve Demo Tervix 250 mg saşe için harika bir kampanyamız var. Değerlendirmek ister misiniz? Harika bir kampanya mı?",39,69,30
44_2026-06-23_4m13s_part_003,44_2026-06-23_4m13s,train,training/segments/audio/train/44_2026-06-23_4m13s_part_003.wav,"Evet, bu üç üründe özel fırsatlarımız mevcut. İsterseniz detayları paylaşabilirim. Ne dersiniz? Eee sizin elinizde Parol var mı? Parol ile tam eşleşme bulamadım ancak Demo Relvexon Pro 30 kapsül gibi benzer bir ürün önerebilirim. İlgilenir misiniz? Yok ilgilenmem ya. Benim başım ağrıyor da.",69,98,29
44_2026-06-23_4m13s_part_004,44_2026-06-23_4m13s,train,training/segments/audio/train/44_2026-06-23_4m13s_part_004.wav,Baş ağrısı için size Demo Probexa kapsül önerebilirim. Sepete eklememi ister misiniz? Bunun yan etkisi nedir? Yan etkisi hakkında bilgi veremiyorum ancak isterseniz ilacın prospektüs bilgilerini kontrol edebiliriz. Ne dersiniz? Devam edelim mi yoksa başka bir şeye bakalım mı? Lütfen prospektüsü söyleyin. Hemen kontrol ediyorum. Kısa bir bekletme rica edebilir miyim?,98,128,30
44_2026-06-23_4m13s_part_005,44_2026-06-23_4m13s,train,training/segments/audio/train/44_2026-06-23_4m13s_part_005.wav,"Bekliyorum. Demo Probexa kapsülün prospektüs bilgilerine göre hafif mide rahatsızlıkları, baş dönmesi ve alerjik reaksiyonlar yan etkileri arasında yer alabilir. Başka bir konuda yardımcı olabilir miyim? Yok ya benim canım çok sıkıldı. Anlıyorum. Bu durumda siparişi tamamlamak ister misiniz yoksa başka bir şeye bakalım mı?",137,166,29
44_2026-06-23_4m13s_part_006,44_2026-06-23_4m13s,train,training/segments/audio/train/44_2026-06-23_4m13s_part_006.wav,"Eee orada mısın? Evet, buradayım Abdürrezzak Bey. Size nasıl yardımcı olabilirim? Şu an... bir daha... Benim ismim neydi acaba? Orada mısın? Alo?",197,225,28
44_2026-06-23_4m13s_part_007,44_2026-06-23_4m13s,train,training/segments/audio/train/44_2026-06-23_4m13s_part_007.wav,"Katalogdaki ürünleri tekrar sayabilirim isterseniz. Demo Alvira, Nexora, Tervix, Lövexa, Probexa gibi ürünlerimiz mevcut. Hangisiyle ilgilenirsiniz? Bak benim yanımda bir arkadaşım var. Anladım. Başka bir konuda yardımcı olabilir miyim?",225,252.936,27.936
45_2026-06-04_4m16s_part_001,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_001.wav,"Efendim? Merhaba, Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Mahmut.",0,20,20
45_2026-06-04_4m16s_part_002,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_002.wav,"Memnun oldum Mahmut Bey. Şu an Demo Nexora damla, Demo Tervix 250 mg saşe ve Demo Luvexa efervesan tablet için harika bir kampanyamız var. Değerlendirmek ister misiniz? Kampanyayı bir daha söyler misin?",20,38,18
45_2026-06-04_4m16s_part_003,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_003.wav,"Elbette. Demo Nexora damla, Demo Tervix 250 mg saşe ve Demo Luvexa efervesan tablet için kampanyamız mevcut. Bu ürünlerden herhangi birini sepetinize eklemek ister misiniz? Demo var mı?",38,58,20
45_2026-06-04_4m16s_part_004,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_004.wav,"Demo ile başlayan birkaç ürünümüz var. Demo Nexora damla, Demo Tervix 250 mg saşe, Demo Luvexa efervesan tablet, Demo Probexa kapsül ve Demo Melvora 3 mg tablet. Hangisini merak ediyorsunuz? Parol var mı elinizde?",58,74,16
45_2026-06-04_4m16s_part_005,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_005.wav,Elinizde Parol var mı? Aradığınız Parol maalesef kataloğumuzda yok. Ancak Demo Probexa kapsül veya Demo Melvora 3 mg tablet önerebilirim. İsterseniz bu ürünlerin fiyatına bakabiliriz. Majezik var mı?,85,104,19
45_2026-06-04_4m16s_part_006,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_006.wav,Maalesef Majezik de kataloğumuzda bulunmuyor. Diğer ürünlerimize bakmak ister misiniz? Demo D3 Nexa 1000 IU sprey buldum. Sepete eklememi ister misiniz? Ben onu sormadım ki. Anladım Mahmut Bey. Hangi ilacı merak etmiştiniz? Iıı Demo Alvira.,104,131,27
45_2026-06-04_4m16s_part_007,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_007.wav,Demo Alvira 30 mg kapsül bulundu. Sepete ekleyelim mi? Kampanya nedir? Demo Alvira 30 mg kapsülde 5 alana 1 bedava kampanyamız var. Sepete ekleyelim mi? 100 adet istiyorum 100. Demo Alvira 30 mg kapsül sepete eklendi. Başka bir isteğiniz var mı? Kaç adet ekledin?,131,159,28
45_2026-06-04_4m16s_part_008,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_008.wav,Şu an sepette 1 adet Demo Alvira 30 mg kapsül mevcut. Adeti arttırmak ister misiniz? 100 adet istiyorum. Anladım. 100 adet Demo Alvira kapsül ekliyorum. Başka bir şey var mı? Yok. Depo seçimi yapalım mı Mahmut Bey? Hangi depodan sipariş vermek istersiniz? Iıı Bağcılar Hastanesi. Maden Ecza Deposu'nu buldum. Onaylıyor musunuz?,159,189,30
45_2026-06-04_4m16s_part_009,45_2026-06-04_4m16s,train,training/segments/audio/train/45_2026-06-04_4m16s_part_009.wav,Hangi ecza deposu? Maden Ecza Deposu. Başka bir depoya bakmamı ister misiniz? Bağcılar. Sancak Ecza Deposu Bağcılar bulundu. Bu depoyu mu seçelim? Harika. Sipariş özetiniz şu şekilde: Sancak Ecza Deposu Bağcılar'dan 1 adet Demo Alvira 30 mg kapsül. Siparişi bu haliyle onaylıyor musunuz?,189,217,28
